Datum,Umsatz,Bewoelkung,Temperatur,Windgeschwindigkeit,Wettercode,KielerWoche,holiday,Easter,YearMonth
2014-06-05,1122.3599951643675,5.0,15.0375,18.0,65.0,0,0,0,2014-06
2014-06-06,1061.296650598389,3.0,19.3125,12.0,,0,0,0,2014-06
2014-06-07,1769.1582587174853,0.0,17.9625,8.0,,0,0,0,2014-06
2014-06-08,1569.282463732646,6.0,22.1,12.0,21.0,0,0,0,2014-06
2014-06-09,1805.711868065444,0.0,20.6625,10.0,,0,0,0,2014-06
2014-06-10,1162.1894561989209,1.0,25.7875,9.0,,0,0,0,2014-06
2014-06-11,1106.9582527554176,7.0,20.5,8.0,61.0,0,0,0,2014-06
2014-06-12,1060.8398831014074,4.0,19.55,12.0,,0,0,0,2014-06
2014-06-13,1260.423100020604,7.0,17.45,18.0,21.0,0,0,0,2014-06
2014-06-14,1352.1135514183447,1.0,18.9125,13.0,,0,0,0,2014-06
2014-06-15,1385.0781722898366,0.0,19.275,8.0,,0,0,0,2014-06
2014-06-16,1115.2314600814343,6.0,18.3125,10.0,0.0,0,0,0,2014-06
2014-06-17,1022.2658809110736,1.0,20.375,7.0,,0,0,0,2014-06
2014-06-18,1152.8249414386883,3.0,19.3,13.0,,0,0,0,2014-06
2014-06-19,1151.4095785867366,7.0,15.2875,19.0,21.0,0,0,0,2014-06
2014-06-20,1370.2025450817862,7.0,15.9875,16.0,,0,0,0,2014-06
2014-06-21,1573.9251610883287,6.0,15.5125,18.0,61.0,1,0,0,2014-06
2014-06-22,1556.3516959138103,5.0,15.7,19.0,,1,0,0,2014-06
2014-06-23,1254.3351554045448,4.0,16.5,17.0,,1,0,0,2014-06
2014-06-24,1195.5519894585345,7.0,14.3625,7.0,21.0,1,0,0,2014-06
2014-06-25,1242.200282986485,0.0,18.4375,10.0,,1,0,0,2014-06
2014-06-26,1419.705820973289,6.0,17.575,8.0,63.0,1,0,0,2014-06
2014-06-27,1412.9823631843042,4.0,20.1625,7.0,95.0,1,0,0,2014-06
2014-06-28,2096.209535863589,6.0,16.9625,6.0,95.0,1,0,0,2014-06
2014-06-29,1614.857541533299,7.0,17.3125,8.0,61.0,1,0,0,2014-06
2014-06-30,1181.5463608681148,3.0,18.3375,12.0,,0,0,0,2014-06
2014-07-01,1027.1087975552814,6.0,15.6875,14.0,61.0,0,0,0,2014-07
2014-07-02,1110.418596567042,6.0,17.1125,15.0,,0,0,0,2014-07
2014-07-03,1112.166856945513,7.0,20.4,9.0,,0,0,0,2014-07
2014-07-04,1017.6779210951094,0.0,26.9375,10.0,,0,0,0,2014-07
2014-07-05,1317.7410366713432,6.0,24.5875,10.0,65.0,0,0,0,2014-07
2014-07-06,1290.417881233027,5.0,25.2375,6.0,,0,0,0,2014-07
2014-07-07,1150.840001500877,5.0,20.8,10.0,,0,0,0,2014-07
2014-07-08,1143.5158476986933,7.0,19.6,15.0,63.0,0,0,0,2014-07
2014-07-09,1230.2478990568025,0.0,24.65,24.0,5.0,0,0,0,2014-07
2014-07-10,1228.7667656631832,0.0,24.757142,18.0,0.0,0,0,0,2014-07
2014-07-11,1350.6141141665073,1.0,22.9375,18.0,,0,0,0,2014-07
2014-07-12,1513.1219965470762,0.0,20.375,12.0,,0,0,0,2014-07
2014-07-13,1605.0317745952154,7.0,18.6,10.0,61.0,0,0,0,2014-07
2014-07-14,1308.8336244652842,7.0,19.45,15.0,63.0,0,1,0,2014-07
2014-07-15,1341.6047725635417,6.0,22.2625,9.0,,0,1,0,2014-07
2014-07-16,1409.7733220509356,6.0,19.4125,7.0,,0,1,0,2014-07
2014-07-17,1376.7814551048334,4.0,22.7625,7.0,,0,1,0,2014-07
2014-07-18,1397.0477599034546,1.0,26.05,10.0,,0,1,0,2014-07
2014-07-19,1638.5989548535576,0.0,28.0625,13.0,,0,1,0,2014-07
2014-07-20,1711.6499796680869,3.0,24.3125,15.0,,0,1,0,2014-07
2014-07-21,1429.6399957441797,0.0,23.4875,19.0,5.0,0,1,0,2014-07
2014-07-22,1360.5364880417096,0.0,24.9875,14.0,,0,1,0,2014-07
2014-07-23,1382.6187887190936,0.0,25.0,14.0,,0,1,0,2014-07
2014-07-24,1375.8750143415946,0.0,24.8375,11.0,,0,1,0,2014-07
2014-07-25,1370.8533188791102,0.0,26.325,18.0,,0,1,0,2014-07
2014-07-26,1555.0670671300898,6.0,22.375,10.0,21.0,0,1,0,2014-07
2014-07-27,1699.4774534151688,3.0,25.55,12.0,21.0,0,1,0,2014-07
2014-07-28,1454.0463714966804,0.0,24.7625,7.0,,0,1,0,2014-07
2014-07-29,1459.7219779033048,0.0,25.35,10.0,,0,1,0,2014-07
2014-07-30,1397.7425409000189,6.0,22.925,12.0,,0,1,0,2014-07
2014-07-31,1426.596515873001,3.0,22.4375,12.0,21.0,0,1,0,2014-07
2014-08-01,1474.9870878804409,1.0,26.725,8.0,,0,1,0,2014-08
2014-08-02,1791.5209508067114,2.0,26.0875,12.0,,0,1,0,2014-08
2014-08-03,1581.044225548771,5.0,23.0875,9.0,63.0,0,1,0,2014-08
2014-08-04,1582.7392690324682,6.0,22.5125,8.0,,0,1,0,2014-08
2014-08-05,1522.683199489512,5.0,23.0875,10.0,,0,1,0,2014-08
2014-08-06,1718.7638049877642,0.0,22.825,10.0,,0,1,0,2014-08
2014-08-07,1674.0770963198304,7.0,20.3125,6.0,61.0,0,1,0,2014-08
2014-08-08,1737.7914525453739,3.0,22.725,8.0,,0,1,0,2014-08
2014-08-09,1958.2765008478782,6.0,20.1,17.0,61.0,0,1,0,2014-08
2014-08-10,1737.1849808231773,6.0,23.1,12.0,,0,1,0,2014-08
2014-08-11,1595.8961047850107,4.0,20.075,13.0,21.0,0,1,0,2014-08
2014-08-12,1576.2490833307006,5.0,16.9125,12.0,95.0,0,1,0,2014-08
2014-08-13,1627.8960521842318,2.0,20.9375,10.0,,0,1,0,2014-08
2014-08-14,1593.9323232062077,7.0,18.05,10.0,65.0,0,1,0,2014-08
2014-08-15,1736.758440202193,6.0,18.3625,8.0,61.0,0,1,0,2014-08
2014-08-16,1933.9609529161553,6.0,17.2,15.0,61.0,0,1,0,2014-08
2014-08-18,2120.587134333386,6.0,15.2,15.0,61.0,0,1,0,2014-08
2014-08-19,1483.1730241993864,6.0,14.0875,12.0,61.0,0,1,0,2014-08
2014-08-20,1522.7977845449216,5.0,15.675,17.0,21.0,0,1,0,2014-08
2014-08-21,1599.9552932782021,5.0,16.2625,11.0,21.0,0,1,0,2014-08
2014-08-22,1693.988972927908,7.0,16.325,12.0,61.0,0,1,0,2014-08
2014-08-23,1974.9300590475925,4.0,15.9875,11.0,21.0,0,1,0,2014-08
2014-08-24,1989.2619088246608,3.0,16.3125,20.0,21.0,0,0,0,2014-08
2014-08-25,1257.524188067005,5.0,14.7875,13.0,65.0,0,0,0,2014-08
2014-08-26,1187.3994087168912,3.0,17.325,7.0,,0,0,0,2014-08
2014-08-27,1346.7240472828973,1.0,19.875,9.0,,0,0,0,2014-08
2014-08-28,1273.5807947686797,0.0,19.75,9.0,0.0,0,0,0,2014-08
2014-08-29,1268.8182513454196,5.0,19.125,12.0,63.0,0,0,0,2014-08
2014-08-30,1503.6236180982633,7.0,17.75,9.0,61.0,0,0,0,2014-08
2014-08-31,1600.05602173114,7.0,16.375,8.0,21.0,0,0,0,2014-08
2014-09-01,1197.006184639632,7.0,17.875,12.0,61.0,0,0,0,2014-09
2014-09-02,1138.01922472386,2.0,18.375,13.0,,0,0,0,2014-09
2014-09-03,1241.4657850316617,2.0,18.75,13.0,,0,0,0,2014-09
2014-09-04,1239.41958713421,0.0,20.0,15.0,,0,0,0,2014-09
2014-09-05,1376.942775699504,2.0,21.375,10.0,,0,0,0,2014-09
2014-09-06,1508.8558096239285,2.0,24.0,5.0,,0,0,0,2014-09
2014-09-07,1356.2253163855787,5.0,20.0,6.0,21.0,0,0,0,2014-09
2014-09-08,1033.6913625198981,4.0,17.375,12.0,21.0,0,0,0,2014-09
2014-09-09,1078.685406219607,6.0,17.125,16.0,63.0,0,0,0,2014-09
2014-09-10,1041.762301485459,2.0,18.625,12.0,,0,0,0,2014-09
2014-09-11,1129.5586487073247,4.0,17.375,13.0,,0,0,0,2014-09
2014-09-12,1083.1533590481984,1.0,18.25,11.0,,0,0,0,2014-09
2014-09-13,1397.7350994442613,7.0,17.0,12.0,,0,0,0,2014-09
2014-09-14,1223.9071841656757,7.0,17.625,14.0,61.0,0,0,0,2014-09
2014-09-15,964.7189159551572,2.0,19.75,13.0,,0,0,0,2014-09
2014-09-16,1013.2398829175584,0.0,20.125,13.0,,0,0,0,2014-09
2014-09-17,1050.9226656778364,1.0,19.875,18.0,,0,0,0,2014-09
2014-09-18,1095.9949101600885,0.0,20.5,13.0,,0,0,0,2014-09
2014-09-19,1124.2340037238696,0.0,20.75,9.0,5.0,0,0,0,2014-09
2014-09-20,1472.7283376749774,3.0,19.375,7.0,10.0,0,0,0,2014-09
2014-09-21,1476.0273693278928,4.0,17.0,15.0,21.0,0,0,0,2014-09
2014-09-22,941.024259184611,6.0,13.0,17.0,21.0,0,0,0,2014-09
2014-09-23,1031.4280355475548,4.0,14.75,6.0,,0,0,0,2014-09
2014-09-24,960.4450735081116,7.0,15.375,10.0,63.0,0,0,0,2014-09
2014-09-25,947.3278016895904,7.0,14.5,17.0,61.0,0,0,0,2014-09
2014-09-26,1055.9418737765932,7.0,16.75,13.0,61.0,0,0,0,2014-09
2014-09-27,1194.4474734795306,2.0,16.375,14.0,,0,0,0,2014-09
2014-09-28,1137.8499769953519,4.0,18.5,7.0,,0,0,0,2014-09
2014-09-29,1046.040726041431,6.0,18.125,6.0,,0,0,0,2014-09
2014-09-30,1097.1019357832079,7.0,16.5,5.0,61.0,0,0,0,2014-09
2014-10-01,1090.2871663431224,6.0,17.75,6.0,10.0,0,0,0,2014-10
2014-10-02,1241.350072285211,6.0,18.0,6.0,,0,0,0,2014-10
2014-10-03,1572.016877508928,3.0,20.0,6.0,10.0,0,0,0,2014-10
2014-10-04,1676.694610054029,0.0,18.5,8.0,5.0,0,0,0,2014-10
2014-10-05,1520.9417402257052,1.0,16.25,7.0,,0,0,0,2014-10
2014-10-06,1289.23773077534,2.0,15.75,15.0,10.0,0,0,0,2014-10
2014-10-07,1231.661867251111,7.0,13.0,10.0,65.0,0,0,0,2014-10
2014-10-08,1261.7014923108939,6.0,14.125,10.0,61.0,0,0,0,2014-10
2014-10-09,1261.271855601582,5.0,17.875,10.0,,0,0,0,2014-10
2014-10-10,1195.290494934356,4.0,16.375,10.0,,0,0,0,2014-10
2014-10-11,1549.4757185678059,3.0,17.0,5.0,,0,0,0,2014-10
2014-10-12,1500.1308311850694,5.0,15.125,7.0,20.0,0,0,0,2014-10
2014-10-13,1165.620918355908,7.0,12.625,12.0,63.0,0,1,0,2014-10
2014-10-14,1267.7499250108303,6.0,14.0,5.0,61.0,0,1,0,2014-10
2014-10-15,1341.6986717914888,7.0,13.875,6.0,21.0,0,1,0,2014-10
2014-10-16,1154.630040727147,7.0,13.5,6.0,61.0,0,1,0,2014-10
2014-10-17,1167.3631586794836,7.0,14.375,10.0,65.0,0,1,0,2014-10
2014-10-18,1571.4404694334485,7.0,15.25,7.0,21.0,0,1,0,2014-10
2014-10-19,1370.3995307336581,7.0,17.375,13.0,95.0,0,1,0,2014-10
2014-10-20,1087.6243519853979,6.0,14.625,18.0,61.0,0,1,0,2014-10
2014-10-21,1069.8570141022424,7.0,12.5,9.0,63.0,0,1,0,2014-10
2014-10-22,1080.6065681144696,6.0,13.0,12.0,0.0,0,1,0,2014-10
2014-10-23,1110.577374774145,6.0,13.125,7.0,0.0,0,1,0,2014-10
2014-10-24,1240.079682694613,7.0,13.5,9.0,,0,1,0,2014-10
2014-10-25,1395.788052299363,7.0,12.125,7.0,61.0,0,1,0,2014-10
2014-10-26,1632.6505638283672,5.0,12.75,9.0,0.0,0,0,0,2014-10
2014-10-27,1151.1530976938964,2.0,14.5,9.0,,0,0,0,2014-10
2014-10-28,1303.4549051901772,0.0,13.875,8.0,,0,0,0,2014-10
2014-10-29,1080.121498782915,7.0,8.375,7.0,20.0,0,0,0,2014-10
2014-10-30,1203.455110273424,2.0,10.625,5.0,10.0,0,0,0,2014-10
2014-10-31,1172.2118630859904,8.0,12.875,5.0,10.0,0,0,0,2014-10
2014-11-01,1389.8320458372393,2.0,16.5,8.0,0.0,0,0,0,2014-11
2014-11-02,1523.711072277318,3.0,15.375,10.0,21.0,0,0,0,2014-11
2014-11-03,1085.7019514420977,4.0,13.75,12.0,0.0,0,0,0,2014-11
2014-11-04,990.0425697432175,7.0,11.625,8.0,61.0,0,0,0,2014-11
2014-11-05,1021.741501294101,7.0,9.5,11.0,61.0,0,0,0,2014-11
2014-11-06,1061.3045874167135,5.0,8.875,10.0,0.0,0,0,0,2014-11
2014-11-07,1078.076617605364,0.0,8.625,9.0,10.0,0,0,0,2014-11
2014-11-08,1309.2717009011994,6.0,10.25,8.0,,0,0,0,2014-11
2014-11-09,1682.7011078228795,3.0,10.625,8.0,,0,0,0,2014-11
2014-11-10,943.1492837845029,6.0,8.75,7.0,61.0,0,0,0,2014-11
2014-11-11,952.0497829919738,2.0,8.625,7.0,10.0,0,0,0,2014-11
2014-11-12,942.7810429477282,7.0,9.75,10.0,10.0,0,0,0,2014-11
2014-11-13,1035.8360717475673,7.0,10.75,4.0,28.0,0,0,0,2014-11
2014-11-14,987.066157988088,7.0,10.75,10.0,10.0,0,0,0,2014-11
2014-11-15,1129.749486080218,8.0,9.25,14.0,10.0,0,0,0,2014-11
2014-11-16,1389.3963403401187,7.0,8.0,14.0,61.0,0,0,0,2014-11
2014-11-17,1007.2072991474131,7.0,9.625,7.0,10.0,0,0,0,2014-11
2014-11-18,844.2622602119131,7.0,8.875,13.0,61.0,0,0,0,2014-11
2014-11-19,784.8415426550854,7.0,8.5,11.0,61.0,0,0,0,2014-11
2014-11-20,892.122533474749,5.0,6.125,7.0,0.0,0,0,0,2014-11
2014-11-21,1041.2137213350961,6.0,6.5,5.0,61.0,0,0,0,2014-11
2014-11-22,1089.2134722043525,7.0,5.75,9.0,61.0,0,0,0,2014-11
2014-11-23,1566.162469104658,6.0,6.75,7.0,21.0,0,0,0,2014-11
2014-11-24,945.233155663734,3.0,9.375,10.0,0.0,0,0,0,2014-11
2014-11-25,961.8942085834309,0.0,6.875,4.0,0.0,0,0,0,2014-11
2014-11-26,938.9143856907554,3.0,5.625,8.0,,0,0,0,2014-11
2014-11-27,924.6437217027506,0.0,4.5,10.0,10.0,0,0,0,2014-11
2014-11-28,983.7387822457185,6.0,1.625,16.0,10.0,0,0,0,2014-11
2014-11-29,1203.1509918503975,8.0,1.0,10.0,5.0,0,0,0,2014-11
2014-11-30,1522.4269674193802,8.0,0.0,11.0,10.0,0,0,0,2014-11
2014-12-01,921.0753225912163,7.0,-2.0,13.0,10.0,0,0,0,2014-12
2014-12-02,953.7589496762228,8.0,-3.0,7.0,10.0,0,0,0,2014-12
2014-12-03,910.4443499376871,7.0,0.625,10.0,10.0,0,0,0,2014-12
2014-12-04,909.0495859611964,8.0,3.75,9.0,61.0,0,0,0,2014-12
2014-12-05,773.1259122025673,7.0,2.0,7.0,61.0,0,0,0,2014-12
2014-12-06,1213.9698298432625,2.0,5.75,7.0,10.0,0,0,0,2014-12
2014-12-07,1323.5533078416104,7.0,4.875,12.0,61.0,0,0,0,2014-12
2014-12-08,787.8698967363516,7.0,3.25,8.0,61.0,0,0,0,2014-12
2014-12-09,902.4963961320728,8.0,2.125,9.0,45.0,0,0,0,2014-12
2014-12-10,921.4970604854932,5.0,4.875,13.0,61.0,0,0,0,2014-12
2014-12-11,825.5726458672118,7.0,4.0,12.0,95.0,0,0,0,2014-12
2014-12-12,714.1054735974888,7.0,7.25,18.0,61.0,0,0,0,2014-12
2014-12-13,1130.5801113650898,5.0,4.75,10.0,61.0,0,0,0,2014-12
2014-12-14,1426.2699789271999,4.0,3.5,9.0,10.0,0,0,0,2014-12
2014-12-15,806.6356282245807,7.0,4.75,11.0,61.0,0,0,0,2014-12
2014-12-16,883.2419468200662,8.0,4.625,12.0,61.0,0,0,0,2014-12
2014-12-17,889.0094175328563,7.0,3.625,10.0,61.0,0,0,0,2014-12
2014-12-18,869.6549021087523,7.0,10.0,11.0,61.0,0,0,0,2014-12
2014-12-19,823.4096341393607,5.0,8.125,15.0,61.0,0,0,0,2014-12
2014-12-20,832.6442841291813,6.0,5.375,24.0,21.0,0,0,0,2014-12
2014-12-21,1120.1302635446195,6.0,6.625,14.0,21.0,0,0,0,2014-12
2014-12-22,1050.3597132076964,7.0,9.75,21.0,63.0,0,1,0,2014-12
2014-12-23,1018.1292870747675,7.0,9.125,19.0,61.0,0,1,0,2014-12
2014-12-24,1197.8953292532765,5.0,7.75,21.0,61.0,0,1,0,2014-12
2014-12-27,1223.2963631147295,3.0,-0.25,8.0,,0,1,0,2014-12
2014-12-28,1296.3463317982998,1.0,-0.5,7.0,0.0,0,1,0,2014-12
2014-12-29,1116.247627970283,5.0,0.75,10.0,0.0,0,1,0,2014-12
2014-12-30,1431.0470015632961,7.0,5.25,9.0,21.0,0,1,0,2014-12
2014-12-31,2938.717608581859,6.0,7.375,11.0,61.0,0,1,0,2014-12
2015-01-02,1284.1472972763208,6.0,7.75,24.0,61.0,0,1,0,2015-01
2015-01-03,1193.0576038829734,7.0,4.875,25.0,69.0,0,1,0,2015-01
2015-01-04,1424.7824952958872,0.0,4.75,15.0,,0,1,0,2015-01
2015-01-05,1032.2854072517991,8.0,5.875,8.0,20.0,0,1,0,2015-01
2015-01-06,944.1038037294079,8.0,3.625,8.0,10.0,0,1,0,2015-01
2015-01-07,871.2412048402676,6.0,5.75,10.0,61.0,0,0,0,2015-01
2015-01-08,795.5486520377215,8.0,6.375,9.0,61.0,0,0,0,2015-01
2015-01-09,827.3202901808035,6.0,7.5,25.0,63.0,0,0,0,2015-01
2015-01-10,908.0635954481361,6.0,10.0,28.0,61.0,0,0,0,2015-01
2015-01-11,1275.190515188001,5.0,4.25,23.0,61.0,0,0,0,2015-01
2015-01-12,722.7740430562537,7.0,7.5,19.0,61.0,0,0,0,2015-01
2015-01-13,755.0199063371384,7.0,7.75,14.0,61.0,0,0,0,2015-01
2015-01-14,707.5488594676424,6.0,3.125,16.0,71.0,0,0,0,2015-01
2015-01-15,749.1650741642486,7.0,6.75,14.0,61.0,0,0,0,2015-01
2015-01-16,954.3231152668003,6.0,6.75,13.0,0.0,0,0,0,2015-01
2015-01-17,1192.001193983337,1.0,4.25,12.0,21.0,0,0,0,2015-01
2015-01-18,1374.8492928486878,8.0,2.0,9.0,61.0,0,0,0,2015-01
2015-01-19,839.3492101097103,7.0,1.0,5.0,71.0,0,0,0,2015-01
2015-01-20,912.8635366299454,7.0,-0.375,4.0,77.0,0,0,0,2015-01
2015-01-21,826.3088816880961,8.0,-1.125,4.0,10.0,0,0,0,2015-01
2015-01-22,875.4297104904613,7.0,-1.375,3.0,49.0,0,0,0,2015-01
2015-01-23,854.156410639427,8.0,-1.25,5.0,20.0,0,0,0,2015-01
2015-01-24,1119.8447596598198,7.0,-0.5,10.0,71.0,0,0,0,2015-01
2015-01-25,1441.935869959932,6.0,2.875,6.0,,0,0,0,2015-01
2015-01-26,808.2779355037975,7.0,3.375,10.0,61.0,0,0,0,2015-01
2015-01-27,894.1131386827813,2.0,4.875,13.0,,0,0,0,2015-01
2015-01-28,906.8074434663229,7.0,4.875,17.0,61.0,0,0,0,2015-01
2015-01-29,902.6246169475685,7.0,1.5,12.0,75.0,0,0,0,2015-01
2015-01-30,943.730821416705,7.0,1.125,6.0,,0,0,0,2015-01
2015-01-31,1239.0450154763894,7.0,-2.375,7.0,49.0,0,0,0,2015-01
2015-02-01,1516.7581841965862,7.0,-0.25,9.0,75.0,0,0,0,2015-02
2015-02-02,1056.446191065,6.0,1.0,10.0,22.0,0,0,0,2015-02
2015-02-03,883.229915843617,7.0,-1.0,10.0,77.0,0,0,0,2015-02
2015-02-04,881.2242305625097,6.0,-1.875,9.0,0.0,0,0,0,2015-02
2015-02-05,895.005657962611,5.0,0.75,10.0,22.0,0,0,0,2015-02
2015-02-06,1169.315507280576,2.0,-0.5,6.0,22.0,0,0,0,2015-02
2015-02-07,1138.257973358166,7.0,4.125,18.0,20.0,0,0,0,2015-02
2015-02-08,1499.606384436195,1.0,3.375,14.0,,0,0,0,2015-02
2015-02-09,854.02932090629,7.0,6.875,13.0,61.0,0,0,0,2015-02
2015-02-10,848.0788428330216,7.0,7.625,11.0,,0,0,0,2015-02
2015-02-11,887.6888762856096,8.0,4.0,5.0,,0,0,0,2015-02
2015-02-12,790.1882361973551,8.0,2.0,4.0,10.0,0,0,0,2015-02
2015-02-13,927.4385554727473,8.0,1.25,6.0,10.0,0,0,0,2015-02
2015-02-14,1207.571704612913,7.0,1.625,9.0,28.0,0,0,0,2015-02
2015-02-15,1310.0371910434578,7.0,3.125,16.0,10.0,0,0,0,2015-02
2015-02-16,914.909888415287,8.0,2.0,9.0,10.0,0,0,0,2015-02
2015-02-17,937.142063650772,6.0,1.125,7.0,45.0,0,0,0,2015-02
2015-02-18,828.6843935400453,3.0,5.5,12.0,10.0,0,0,0,2015-02
2015-02-19,971.9439266229688,0.0,6.25,13.0,5.0,0,0,0,2015-02
2015-02-20,942.00520309987,8.0,3.875,11.0,71.0,0,0,0,2015-02
2015-02-21,1009.4983647683661,7.0,3.875,16.0,61.0,0,0,0,2015-02
2015-02-22,1615.4362357943498,5.0,5.25,13.0,0.0,0,0,0,2015-02
2015-02-23,658.4899629890015,7.0,4.5,12.0,61.0,0,0,0,2015-02
2015-02-24,752.5936190275252,7.0,5.625,12.0,61.0,0,0,0,2015-02
2015-02-25,749.0945226949727,5.0,5.875,10.0,,0,0,0,2015-02
2015-02-26,669.0709198762555,5.0,6.625,10.0,0.0,0,0,0,2015-02
2015-02-27,781.2945218805347,7.0,4.5,9.0,61.0,0,0,0,2015-02
2015-02-28,938.5538748551164,3.0,5.625,10.0,0.0,0,0,0,2015-02
2015-03-01,1059.3832921631188,7.0,6.75,15.0,61.0,0,0,0,2015-03
2015-03-02,700.1631987354116,6.0,5.125,23.0,61.0,0,0,0,2015-03
2015-03-03,724.0302858662955,6.0,5.0,14.0,61.0,0,0,0,2015-03
2015-03-04,717.8339195699352,6.0,5.0,18.0,61.0,0,0,0,2015-03
2015-03-05,778.3374615312988,7.0,6.625,14.0,,0,0,0,2015-03
2015-03-06,826.7798074345154,7.0,8.125,12.0,20.0,0,0,0,2015-03
2015-03-07,961.8800190253421,7.0,10.125,13.0,0.0,0,0,0,2015-03
2015-03-08,1360.336237056016,0.0,14.0,12.0,,0,0,0,2015-03
2015-03-09,808.8159174890498,4.0,8.375,6.0,,0,0,0,2015-03
2015-03-10,844.0366609158079,3.0,9.5,13.0,10.0,0,0,0,2015-03
2015-03-11,734.8497760217699,0.0,9.125,12.0,,0,0,0,2015-03
2015-03-12,783.2675977881433,0.0,7.125,10.0,0.0,0,0,0,2015-03
2015-03-13,806.7349847768301,6.0,4.875,15.0,,0,0,0,2015-03
2015-03-14,905.0192295150433,7.0,5.125,15.0,,0,0,0,2015-03
2015-03-15,1046.7099743270537,7.0,5.75,13.0,21.0,0,0,0,2015-03
2015-03-16,844.2730073999649,2.0,8.625,13.0,10.0,0,0,0,2015-03
2015-03-17,909.1095247457798,1.0,10.75,11.0,5.0,0,0,0,2015-03
2015-03-18,926.9339211136903,4.0,10.625,8.0,,0,0,0,2015-03
2015-03-19,819.215871062889,0.0,10.375,9.0,0.0,0,0,0,2015-03
2015-03-20,947.1116530215297,7.0,5.0,9.0,45.0,0,0,0,2015-03
2015-03-21,1007.3138596357051,7.0,4.5,21.0,61.0,0,0,0,2015-03
2015-03-22,1196.0871538911179,0.0,4.375,8.0,,0,0,0,2015-03
2015-03-23,846.1720733368753,0.0,7.75,12.0,,0,0,0,2015-03
2015-03-24,839.4864981554354,6.0,7.875,6.0,0.0,0,0,0,2015-03
2015-03-25,910.8804763498823,6.0,7.875,14.0,5.0,0,0,0,2015-03
2015-03-26,885.0581399137895,7.0,7.125,9.0,0.0,0,0,0,2015-03
2015-03-27,926.5743031454535,7.0,7.0,7.0,61.0,0,0,0,2015-03
2015-03-28,1267.111816196493,7.0,8.5,10.0,,0,0,0,2015-03
2015-03-29,1103.2259142659752,7.0,8.25,12.0,61.0,0,0,0,2015-03
2015-03-30,918.2745953398519,6.0,6.5,29.0,61.0,0,0,0,2015-03
2015-03-31,865.3965266721806,7.0,6.375,35.0,61.0,0,0,0,2015-03
2015-04-01,1048.2325339156248,4.0,5.0,24.0,22.0,0,1,0,2015-04
2015-04-02,1428.5253383694958,6.0,6.5,19.0,61.0,0,1,1,2015-04
2015-04-04,1657.205592275933,0.0,8.375,11.0,,0,1,1,2015-04
2015-04-05,1472.723525585013,3.0,8.625,11.0,,0,1,1,2015-04
2015-04-06,1431.6702976111762,0.0,7.75,10.0,,0,1,1,2015-04
2015-04-07,1000.7890311614269,7.0,7.75,14.0,61.0,0,1,0,2015-04
2015-04-08,925.9119696388522,2.0,12.0,11.0,,0,1,0,2015-04
2015-04-09,1012.9243333981836,2.0,11.875,7.0,0.0,0,1,0,2015-04
2015-04-10,1094.4316066801507,1.0,14.125,8.0,5.0,0,1,0,2015-04
2015-04-11,1182.6536701834984,2.0,16.75,14.0,61.0,0,1,0,2015-04
2015-04-12,1037.1374594638737,5.0,12.375,16.0,,0,1,0,2015-04
2015-04-13,811.1103831546942,4.0,8.875,21.0,61.0,0,1,0,2015-04
2015-04-14,818.2364077761649,7.0,10.75,17.0,61.0,0,1,0,2015-04
2015-04-15,815.2303328896975,0.0,15.5,19.0,5.0,0,1,0,2015-04
2015-04-16,772.2313476382956,6.0,9.375,16.0,21.0,0,1,0,2015-04
2015-04-17,856.6343109615416,0.0,10.5,15.0,,0,1,0,2015-04
2015-04-18,1002.5016202512761,0.0,10.875,8.0,,0,0,0,2015-04
2015-04-19,971.0237443932859,0.0,10.125,11.0,,0,0,0,2015-04
2015-04-20,790.5787533736401,0.0,14.25,9.0,,0,0,0,2015-04
2015-04-21,799.7560145171586,0.0,14.625,17.0,5.0,0,0,0,2015-04
2015-04-22,773.0186576692686,0.0,12.125,7.0,,0,0,0,2015-04
2015-04-23,824.4060206768867,1.0,13.625,12.0,,0,0,0,2015-04
2015-04-24,793.4344809354434,2.0,13.875,9.0,20.0,0,0,0,2015-04
2015-04-25,1036.275978504086,7.0,13.75,8.0,63.0,0,0,0,2015-04
2015-04-26,949.2768595418563,8.0,7.0,11.0,61.0,0,0,0,2015-04
2015-04-27,838.6671165775895,4.0,10.125,11.0,,0,0,0,2015-04
2015-04-28,708.1582595164218,3.0,10.25,13.0,,0,0,0,2015-04
2015-04-29,921.6192925374778,5.0,12.625,12.0,,0,0,0,2015-04
2015-04-30,1065.6454664381347,6.0,11.375,10.0,61.0,0,0,0,2015-04
2015-05-02,1550.50372148642,3.0,11.0,12.0,0.0,0,0,0,2015-05
2015-05-03,1077.4813259852813,1.0,14.75,12.0,61.0,0,0,0,2015-05
2015-05-04,887.5320334823015,5.0,15.875,13.0,21.0,0,0,0,2015-05
2015-05-05,743.3069811738451,4.0,20.0,15.0,95.0,0,0,0,2015-05
2015-05-06,831.5443149514173,3.0,17.125,11.0,21.0,0,0,0,2015-05
2015-05-07,793.3724423951179,6.0,12.0,16.0,21.0,0,0,0,2015-05
2015-05-08,866.3243142377273,2.0,11.5,11.0,,0,0,0,2015-05
2015-05-09,1057.0115473902974,7.0,13.5,14.0,61.0,0,0,0,2015-05
2015-05-10,1196.288593901516,2.0,12.75,18.0,0.0,0,0,0,2015-05
