Date,Revenue,CloudCover,Temperature,WindSpeed,WeatherCode,WeatherCategory,KielWeek,holiday,Easter,id,Warengruppe,YearMonth,IsWeekend,IsNewYears,IsHalloween,DayOfYear,sin_1y,cos_1y,sin_2y,cos_2y,DayOfWeek,sin_1w,cos_1w
2014-08-09,1958.2765008478782,6.0,20.1,17.0,61.0,4.0,0,1.0,0.0,,,2014-08,1,0,0,221,-0.6132298262997502,-0.7899045386224707,0.968786046025684,0.24789836027275647,5,-0.9749279121818236,-0.2225209339563146
2014-08-10,1737.1849808231773,6.0,23.1,12.0,,1.0,0,1.0,0.0,,,2014-08,1,0,0,222,-0.6267266965083301,-0.7792391467859886,0.9767399525103048,0.21442729576751102,6,-0.7818314824680299,0.6234898018587334
2014-08-11,1595.8961047850107,4.0,20.075,13.0,21.0,3.0,0,1.0,0.0,,,2014-08,0,0,0,223,-0.6400381082043503,-0.7683431655492202,0.9835378122597296,0.18070244009239297,0,0.0,1.0
2014-08-12,1576.2490833307006,5.0,16.9125,12.0,95.0,7.0,0,1.0,0.0,,,2014-08,0,0,0,224,-0.65316012232693,-0.7572198192083127,0.9891715794849547,0.14676370920373963,1,0.7818314824680298,0.6234898018587336
2014-08-13,1627.8960521842318,2.0,20.9375,10.0,,1.0,0,1.0,0.0,,,2014-08,0,0,0,225,-0.666088855860977,-0.7458723993404063,0.993634586189866,0.11265127219562909,2,0.9749279121818236,-0.22252093395631434
2014-08-14,1593.9323232062077,7.0,18.05,10.0,65.0,5.0,0,1.0,0.0,,,2014-08,0,0,0,226,-0.6788204829862355,-0.734304263829602,0.9969215500633253,0.07840550375666766,3,0.43388373911755823,-0.900968867902419
2014-08-15,1736.758440202193,6.0,18.3625,8.0,61.0,4.0,0,1.0,0.0,,,2014-08,0,0,0,227,-0.6913512362094071,-0.722518835873311,0.9990285807311906,0.044066936383449135,4,-0.433883739117558,-0.9009688679024191
2014-08-16,1933.9609529161553,6.0,17.2,15.0,61.0,4.0,0,1.0,0.0,,,2014-08,1,0,0,228,-0.7036774074790128,-0.7105196029692745,0.999953184360873,0.009676212407230897,5,-0.9749279121818236,-0.2225209339563146
2014-08-18,2120.587134333386,6.0,15.2,15.0,61.0,4.0,0,1.0,0.0,,,2014-08,0,0,0,230,-0.7277014757264236,-0.6858939875998223,0.9982521339365441,-0.0590988755488295,0,0.0,1.0
2014-08-19,1483.1730241993864,6.0,14.0875,12.0,61.0,4.0,0,1.0,0.0,,,2014-08,0,0,0,231,-0.7393922635959241,-0.673274892250183,0.9956284932063294,-0.09340183893100905,1,0.7818314824680298,0.6234898018587336
2014-08-20,1522.7977845449216,5.0,15.675,17.0,21.0,3.0,0,1.0,0.0,,,2014-08,0,0,0,232,-0.7508642533989489,-0.6604565640279754,0.9918264497026016,-0.12759425406472188,2,0.9749279121818236,-0.22252093395631434
2014-08-21,1599.9552932782021,5.0,16.2625,11.0,21.0,3.0,0,1.0,0.0,,,2014-08,0,0,0,233,-0.7621140503891487,-0.6474427960827475,0.9868505034357966,-0.16163565160110782,3,0.43388373911755823,-0.900968867902419
2014-08-22,1693.988972927908,7.0,16.325,12.0,61.0,4.0,0,1.0,0.0,,,2014-08,0,0,0,234,-0.7731383255706026,-0.6342374393978054,0.9807065438204117,-0.1954857409322303,4,-0.433883739117558,-0.9009688679024191
2014-08-23,1974.9300590475925,4.0,15.9875,11.0,21.0,3.0,0,1.0,0.0,,,2014-08,1,0,0,235,-0.7839338166829201,-0.620844401650647,0.973401842704431,-0.22910445787810024,5,-0.9749279121818236,-0.2225209339563146
2014-08-24,1989.2619088246608,3.0,16.3125,20.0,21.0,3.0,0,0.0,0.0,,,2014-08,1,0,0,236,-0.7944973291665992,-0.6072676460566135,0.9649450457625344,-0.2624520121057191,6,-0.7818314824680299,0.6234898018587334
2014-08-25,1257.524188067005,5.0,14.7875,13.0,65.0,5.0,0,0.0,0.0,,,2014-08,0,0,0,237,-0.8048257371083452,-0.593511190196115,0.9553461622632788,-0.29548893422398215,0,0.0,1.0
2014-08-26,1187.3994087168912,3.0,17.325,7.0,,1.0,0,0.0,0.0,,,2014-08,0,0,0,238,-0.8149159841660791,-0.5795791048257612,0.9446165532223606,-0.3281761224987386,1,0.7818314824680298,0.6234898018587336
2014-08-27,1346.7240472828973,1.0,19.875,9.0,,1.0,0,0.0,0.0,,,2014-08,0,0,0,239,-0.8247650844733614,-0.5654755126737576,0.9327689179559782,-0.3604748891327019,2,0.9749279121818236,-0.22252093395631434
2014-08-28,1273.5807947686797,0.0,19.75,9.0,0.0,1.0,0,0.0,0.0,,,2014-08,0,0,0,240,-0.8343701235229537,-0.5512045872199277,0.9198172790502196,-0.3923470060554182,3,0.43388373911755823,-0.900968867902419
2014-08-29,1268.8182513454196,5.0,19.125,12.0,63.0,5.0,0,0.0,0.0,,,2014-08,0,0,0,241,-0.8437282590292712,-0.5367705514607103,0.9057769657642539,-0.42375475016912983,4,-0.433883739117558,-0.9009688679024191
2014-08-30,1503.6236180982633,7.0,17.75,9.0,61.0,4.0,0,0.0,0.0,,,2014-08,1,0,0,242,-0.8528367217694595,-0.522177676659508,0.8906645958869751,-0.4546609479969567,5,-0.9749279121818236,-0.2225209339563146
2014-08-31,1600.05602173114,7.0,16.375,8.0,21.0,3.0,0,0.0,0.0,,,2014-08,1,0,0,243,-0.8616928164028521,-0.5074302810827518,0.8744980560685747,-0.48502901968055895,6,-0.7818314824680299,0.6234898018587334
2014-09-01,1197.006184639632,7.0,17.875,12.0,61.0,4.0,0,0.0,0.0,,,2014-09,0,0,0,244,-0.8702939222685674,-0.49253272872205434,0.8572964806503138,-0.5148230222752145,0,0.0,1.0
2014-09-02,1138.01922472386,2.0,18.375,13.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,245,-0.8786374941610001,-0.4774894280028391,0.8390802290175676,-0.5440076922910431,1,0.7818314824680298,0.6234898018587336
2014-09-03,1241.4657850316617,2.0,18.75,13.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,246,-0.886721063082993,-0.46230483047981086,0.8198708615029215,-0.5725484874300667,2,0.9749279121818236,-0.22252093395631434
2014-09-04,1239.41958713421,0.0,20.0,15.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,247,-0.8945422369764496,-0.4469834295196741,0.7996911138678691,-0.600411627469661,3,0.43388373911755823,-0.900968867902419
2014-09-05,1376.942775699504,2.0,21.375,10.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,248,-0.9020987014301837,-0.43152975897147144,0.7785648703932891,-0.6275641342440474,4,-0.433883739117558,-0.9009688679024191
2014-09-06,1508.8558096239285,2.0,24.0,5.0,,1.0,0,0.0,0.0,,,2014-09,1,0,0,249,-0.9093882203647925,-0.4159483918249421,0.756517135610563,-0.6539738706764888,5,-0.9749279121818236,-0.2225209339563146
2014-09-07,1356.2253163855787,5.0,20.0,6.0,21.0,3.0,0,0.0,0.0,,,2014-09,1,0,0,250,-0.9164086366943458,-0.4002439388573056,0.733574004706797,-0.6796095788159788,6,-0.7818314824680299,0.6234898018587334
2014-09-08,1033.6913625198981,4.0,17.375,12.0,21.0,3.0,0,0.0,0.0,,,2014-09,0,0,0,251,-0.9231578729647039,-0.38442104726885545,0.709762632639161,-0.7044409168334328,0,0.0,1.0
2014-09-09,1078.685406219607,6.0,17.125,16.0,63.0,5.0,0,0.0,0.0,,,2014-09,0,0,0,252,-0.9296339319682695,-0.3684843993077793,0.6851112019949135,-0.72843849493357,1,0.7818314824680298,0.6234898018587336
2014-09-10,1041.762301485459,2.0,18.625,12.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,253,-0.9358348973349941,-0.35243871088460327,0.6596488896351408,-0.7515739101399981,2,0.9749279121818236,-0.22252093395631434
2014-09-11,1129.5586487073247,4.0,17.375,13.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,254,-0.9417589340994617,-0.33628873017668287,0.6334058321617086,-0.7738197799123084,3,0.43388373911755823,-0.900968867902419
2014-09-12,1083.1533590481984,1.0,18.25,11.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,255,-0.9474042892438845,-0.32003923622313857,0.6064130902482765,-0.7951497745554202,4,-0.433883739117558,-0.9009688679024191
2014-09-13,1397.7350994442613,7.0,17.0,12.0,,1.0,0,0.0,0.0,,,2014-09,1,0,0,256,-0.9527692922168511,-0.30369503751065885,0.578702611877601,-0.8155386483827991,5,-0.9749279121818236,-0.2225209339563146
2014-09-14,1223.9071841656757,7.0,17.625,14.0,61.0,4.0,0,0.0,0.0,,,2014-09,1,0,0,257,-0.9578523554276669,-0.28726097055059635,0.5503071945286527,-0.8349622695966589,6,-0.7818314824680299,0.6234898018587334
2014-09-15,964.7189159551572,2.0,19.75,13.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,258,-0.9626519747161487,-0.2707418984477642,0.5212604463582784,-0.8533976488498011,0,0.0,1.0
2014-09-16,1013.2398829175584,0.0,20.125,13.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,259,-0.9671667297977312,-0.2541427094613622,0.4915967464233612,-0.8708229664552752,1,0.7818314824680298,0.6234898018587336
2014-09-17,1050.9226656778364,1.0,19.875,18.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,260,-0.97139528468375,-0.23746831555846842,0.461351203990578,-0.8872175982116474,2,0.9749279121818236,-0.22252093395631434
2014-09-18,1095.9949101600885,0.0,20.5,13.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,261,-0.9753363880767837,-0.2207236509605022,0.4305596169818739,-0.9025621398133328,3,0.43388373911755823,-0.900968867902419
2014-09-19,1124.2340037238696,0.0,20.75,9.0,5.0,1.0,0,0.0,0.0,,,2014-09,0,0,0,262,-0.9789888737409319,-0.20391367068311472,0.3992584296048835,-0.9168384298170765,4,-0.433883739117558,-0.9009688679024191
2014-09-20,1472.7283376749774,3.0,19.375,7.0,10.0,1.0,0,0.0,0.0,,,2014-09,1,0,0,263,-0.9823516608469237,-0.18704334906991657,0.3674846892184069,-0.9300295711374187,5,-0.9749279121818236,-0.2225209339563146
2014-09-21,1476.0273693278928,4.0,17.0,15.0,21.0,3.0,0,0.0,0.0,,,2014-09,1,0,0,264,-0.9854237542919524,-0.17011767832049052,0.3352760024840169,-0.9421199510456922,6,-0.7818314824680299,0.6234898018587334
2014-09-22,941.024259184611,6.0,13.0,17.0,21.0,3.0,0,0.0,0.0,,,2014-09,0,0,0,265,-0.9882042449941422,-0.15314166701312007,0.30267049085568926,-0.9530952596488853,0,0.0,1.0
2014-09-23,1031.4280355475548,4.0,14.75,6.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,266,-0.9906923101615609,-0.13612033862266704,0.2697067454601279,-0.962942506826501,1,0.7818314824680298,0.6234898018587336
2014-09-24,960.4450735081116,7.0,15.375,10.0,63.0,5.0,0,0.0,0.0,,,2014-09,0,0,0,267,-0.9928872135356962,-0.11905873003404988,0.23642378142121298,-0.9716500376053585,2,0.9749279121818236,-0.22252093395631434
2014-09-25,947.3278016895904,7.0,14.5,17.0,61.0,4.0,0,0.0,0.0,,,2014-09,0,0,0,268,-0.994788305609327,-0.10196189005174576,0.2028609916826013,-0.9792075459541514,3,0.43388373911755823,-0.900968867902419
2014-09-26,1055.9418737765932,7.0,16.75,13.0,61.0,4.0,0,0.0,0.0,,,2014-09,0,0,0,269,-0.9963950238187231,-0.08483487790576538,0.16905810038314714,-0.9856060869814277,4,-0.433883739117558,-0.9009688679024191
2014-09-27,1194.4474734795306,2.0,16.375,14.0,,1.0,0,0.0,0.0,,,2014-09,1,0,0,270,-0.9977068927101168,-0.06768276175455162,0.13505511584034569,-0.9908380875225532,5,-0.9749279121818236,-0.2225209339563146
2014-09-28,1137.8499769953519,4.0,18.5,7.0,,1.0,0,0.0,0.0,,,2014-09,1,0,0,271,-0.9987235240803972,-0.050510617185222886,0.10089228319740334,-0.9948973551031357,6,-0.7818314824680299,0.6234898018587334
2014-09-29,1046.040726041431,6.0,18.125,6.0,,1.0,0,0.0,0.0,,,2014-09,0,0,0,272,-0.9994446170919858,-0.033323525711631344,0.06661003679003268,-0.9977790852682925,0,0.0,1.0
2014-09-30,1097.1019357832079,7.0,16.5,5.0,61.0,4.0,0,0.0,0.0,,,2014-09,0,0,0,273,-0.9998699583618592,-0.016126573270657762,0.0322489522893041,-0.9994798672690922,1,0.7818314824680298,0.6234898018587336
2014-10-01,1090.2871663431224,6.0,17.75,6.0,10.0,1.0,0,0.0,0.0,,,2014-10,0,0,0,274,-0.9999994220246925,0.001075151282798226,-0.0021503013227746654,-0.9999976880994382,2,0.9749279121818236,-0.22252093395631434
2014-10-02,1241.350072285211,6.0,18.0,6.0,,1.0,0,0.0,0.0,,,2014-10,0,0,0,275,-0.999832969770105,0.018276557681691223,-0.03654700988811993,-0.9993319348786156,3,0.43388373911755823,-0.900968867902419
2014-10-03,1572.016877508928,3.0,20.0,6.0,10.0,1.0,0,0.0,0.0,,,2014-10,0,0,0,276,-0.9993706508539969,0.03547255575312556,-0.07090046226091157,-0.9974833955766828,4,-0.433883739117558,-0.9009688679024191
2014-10-04,1676.694610054029,0.0,18.5,8.0,5.0,1.0,0,0.0,0.0,,,2014-10,1,0,0,277,-0.9986126020839734,0.052658056924614005,-0.10516999849234956,-0.9944542580818482,5,-0.9749279121818236,-0.2225209339563146
2014-10-05,1520.9417402257052,1.0,16.25,7.0,,1.0,0,0.0,0.0,,,2014-10,1,0,0,278,-0.9975590477788613,0.06982797572987089,-0.1393150579548309,-0.9902481076109372,6,-0.7818314824680299,0.6234898018587334
2014-10-06,1289.23773077534,2.0,15.75,15.0,10.0,1.0,0,0.0,0.0,,,2014-10,0,0,0,279,-0.9962102997023297,0.0869772313136861,-0.17329522734857217,-0.9848699224660111,0,0.0,1.0
2014-10-07,1231.661867251111,7.0,13.0,10.0,65.0,5.0,0,0.0,0.0,,,2014-10,0,0,0,280,-0.9945667569706337,0.1041007489354256,-0.20707028853384077,-0.9783260681421669,1,0.7818314824680298,0.6234898018587336
2014-10-08,1261.7014923108939,6.0,14.125,10.0,61.0,4.0,0,0.0,0.0,,,2014-10,0,0,0,281,-0.9926289059345095,0.121193461470736,-0.2406002661322256,-0.9706242897934825,2,0.9749279121818236,-0.22252093395631434
2014-10-09,1261.271855601582,5.0,17.875,10.0,,1.0,0,0.0,0.0,,,2014-10,0,0,0,282,-0.9903973200352558,0.1382503109109819,-0.2738454748405547,-0.9617737030660337,3,0.43388373911755823,-0.900968867902419
2014-10-10,1195.290494934356,4.0,16.375,10.0,,1.0,0,0.0,0.0,,,2014-10,0,0,0,283,-0.9878726596350429,0.15526624985999563,-0.30676656640150596,-0.9517847833088269,4,-0.433883739117558,-0.9009688679024191
2014-10-11,1549.4757185678059,3.0,17.0,5.0,,1.0,0,0.0,0.0,,,2014-10,1,0,0,284,-0.9850556718215013,0.172236243027682,-0.3393245761752893,-0.9406693531754186,5,-0.9749279121818236,-0.2225209339563146
2014-10-12,1500.1308311850694,5.0,15.125,7.0,20.0,3.0,0,0.0,0.0,,,2014-10,1,0,0,285,-0.981947190186646,0.18915526872004093,-0.37148096925728835,-0.9284405686308982,6,-0.7818314824680299,0.6234898018587334
2014-10-13,1165.620918355908,7.0,12.625,12.0,63.0,5.0,0,1.0,0.0,,,2014-10,0,0,0,286,-0.9785481345802031,0.20601832032517084,-0.40319768608708534,-0.9151129033807907,0,0.0,1.0
2014-10-14,1267.7499250108303,6.0,14.0,5.0,61.0,4.0,0,1.0,0.0,,,2014-10,0,0,0,287,-0.9748595108374125,0.22282040779479959,-0.4344371874948622,-0.9007021317403184,1,0.7818314824680298,0.6234898018587336
2014-10-15,1341.6986717914888,7.0,13.875,6.0,21.0,3.0,0,1.0,0.0,,,2014-10,0,0,0,288,-0.9708824104813836,0.23955655912092708,-0.46516249913190355,-0.8852253099642835,2,0.9749279121818236,-0.22252093395631434
2014-10-16,1154.630040727147,7.0,13.5,6.0,61.0,4.0,0,1.0,0.0,,,2014-10,0,0,0,289,-0.9666180104000972,0.2562218218071163,-0.49533725523256594,-0.8687007560596847,3,0.43388373911755823,-0.900968867902419
2014-10-17,1167.3631586794836,7.0,14.375,10.0,65.0,5.0,0,1.0,0.0,,,2014-10,0,0,0,290,-0.9620675724981452,0.27281126433401914,-0.5249257416559593,-0.8511480281049478,4,-0.433883739117558,-0.9009688679024191
2014-10-18,1571.4404694334485,7.0,15.25,7.0,21.0,3.0,0,1.0,0.0,,,2014-10,1,0,0,291,-0.957232443323312,0.28931997761869527,-0.5538929381563792,-0.8325879011014353,5,-0.9749279121818236,-0.2225209339563146
2014-10-19,1370.3995307336581,7.0,17.375,13.0,95.0,7.0,0,1.0,0.0,,,2014-10,1,0,0,292,-0.9521140536681102,0.3057430764672831,-0.5822045598324479,-0.8130423423846421,6,-0.7818314824680299,0.6234898018587334
2014-10-20,1087.6243519853979,6.0,14.625,18.0,61.0,4.0,0,1.0,0.0,,,2014-10,0,0,0,293,-0.9467139181463862,0.3220757010206104,-0.6098270977059321,-0.7925344856241648,0,0.0,1.0
2014-10-21,1069.8570141022424,7.0,12.5,9.0,63.0,5.0,0,1.0,0.0,,,2014-10,0,0,0,294,-0.9410336347451197,0.3383130181923076,-0.6367278583821979,-0.7710886034432227,1,0.7818314824680298,0.6234898018587336
2014-10-22,1080.6065681144696,6.0,13.0,12.0,0.0,1.0,0,1.0,0.0,,,2014-10,0,0,0,295,-0.9350748843515574,0.3544502230989869,-0.6628750027453377,-0.7487300786901568,2,0.9749279121818236,-0.22252093395631434
2014-10-23,1110.577374774145,6.0,13.125,7.0,0.0,1.0,0,1.0,0.0,,,2014-10,0,0,0,296,-0.9288394302558068,0.3704825404820963,-0.6882375836422284,-0.7254853743958638,3,0.43388373911755823,-0.900968867902419
2014-10-24,1240.079682694613,7.0,13.5,9.0,,1.0,0,1.0,0.0,,,2014-10,0,0,1,297,-0.9223291176290545,0.3864052261209853,-0.7127855825108473,-0.7013820024527804,4,-0.433883739117558,-0.9009688679024191
2014-10-25,1395.788052299363,7.0,12.125,7.0,61.0,4.0,0,1.0,0.0,,,2014-10,1,0,1,298,-0.9155458729775467,0.40221356823680365,-0.7364899449095569,-0.6764484910524362,5,-0.9749279121818236,-0.2225209339563146
2014-10-26,1632.6505638283672,5.0,12.75,9.0,0.0,1.0,0,0.0,0.0,,,2014-10,1,0,1,299,-0.9084917035725082,0.41790288888678667,-0.7593226149052589,-0.6507143509201561,6,-0.7818314824680299,0.6234898018587334
2014-10-27,1151.1530976938964,2.0,14.5,9.0,,1.0,0,0.0,0.0,,,2014-10,0,0,1,300,-0.9011686968561569,0.4334685453485363,-0.7812565682797488,-0.6242100403868479,0,0.0,1.0
2014-10-28,1303.4549051901772,0.0,13.875,8.0,,1.0,0,0.0,0.0,,,2014-10,0,0,1,301,-0.8935790198239952,0.4489059314938798,-0.8022658445149573,-0.5969669293392242,1,0.7818314824680298,0.6234898018587336
2014-10-29,1080.121498782915,7.0,8.375,7.0,20.0,3.0,0,0.0,0.0,,,2014-10,0,0,1,302,-0.8857249183835637,0.4642104791518923,-0.8223255775192096,-0.5690172620911411,2,0.9749279121818236,-0.22252093395631434
2014-10-30,1203.455110273424,2.0,10.625,5.0,10.0,1.0,0,0.0,0.0,,,2014-10,0,0,1,303,-0.8776087166898392,0.4793776594606945,-0.8414120250581577,-0.5403941192199728,3,0.43388373911755823,-0.900968867902419
2014-10-31,1172.2118630859904,8.0,12.875,5.0,10.0,1.0,0,0.0,0.0,,,2014-10,0,0,1,304,-0.8692328164574792,0.49440298420761813,-0.8595025968555411,-0.5111313784132033,4,-0.433883739117558,-0.9009688679024191
2014-11-01,1389.8320458372393,2.0,16.5,8.0,0.0,1.0,0,0.0,0.0,,,2014-11,1,0,0,305,-0.8605996962501181,0.5092820071573356,-0.876575881330507,-0.4812636743715911,5,-0.9749279121818236,-0.2225209339563146
2014-11-02,1523.711072277318,3.0,15.375,10.0,21.0,3.0,0,0.0,0.0,,,2014-11,1,0,0,306,-0.8517119107469189,0.5240103253675756,-0.8926116709398649,-0.4508263578163351,6,-0.7818314824680299,0.6234898018587334
2014-11-03,1085.7019514420977,4.0,13.75,12.0,0.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,307,-0.8425720899866032,0.5385835804920232,-0.9075909860952637,-0.4198554536487849,0,0.0,1.0
2014-11-04,990.0425697432175,7.0,11.625,8.0,61.0,4.0,0,0.0,0.0,,,2014-11,0,0,0,308,-0.8331829385891785,0.5529974600700271,-0.9214960976269942,-0.3883876183121974,1,0.7818314824680298,0.6234898018587336
2014-11-05,1021.741501294101,7.0,9.5,11.0,61.0,4.0,0,0.0,0.0,,,2014-11,0,0,0,309,-0.8235472349556007,0.5672476988027229,-0.9343105477678196,-0.3564600964060307,2,0.9749279121818236,-0.22252093395631434
2014-11-06,1061.3045874167135,5.0,8.875,10.0,0.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,310,-0.8136678304455991,0.5813300798152042,-0.9460191696320084,-0.32411067660409654,3,0.43388373911755823,-0.900968867902419
2014-11-07,1078.076617605364,0.0,8.625,9.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,311,-0.8035476485339116,0.5952404359043674,-0.9566081051665098,-0.29137764692875745,4,-0.433883739117558,-0.9009688679024191
2014-11-08,1309.2717009011994,6.0,10.25,8.0,,1.0,0,0.0,0.0,,,2014-11,1,0,0,312,-0.7931896839451843,0.6089746507720486,-0.9660648215530205,-0.25829974943412287,5,-0.9749279121818236,-0.2225209339563146
2014-11-09,1682.7011078228795,3.0,10.625,8.0,,1.0,0,0.0,0.0,,,2014-11,1,0,0,313,-0.7825970017677834,0.6225286602431057,-0.9743781260415392,-0.22491613435184774,6,-0.7818314824680299,0.6234898018587334
2014-11-10,943.1492837845029,6.0,8.75,7.0,61.0,4.0,0,0.0,0.0,,,2014-11,0,0,0,314,-0.7717727365467837,0.6358984534680745,-0.9815381791978468,-0.19126631375382222,0,0.0,1.0
2014-11-11,952.0497829919738,2.0,8.625,7.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,315,-0.7607200913564104,0.6490800741100398,-0.9875365065492301,-0.15739011478661072,1,0.7818314824680298,0.6234898018587336
2014-11-12,942.7810429477282,7.0,9.75,10.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,316,-0.7494423368521953,0.6620696215153815,-0.9923660086146721,-0.12332763253295889,2,0.9749279121818236,-0.22252093395631434
2014-11-13,1035.8360717475673,7.0,10.75,4.0,28.0,2.0,0,0.0,0.0,,,2014-11,0,0,0,317,-0.7379428103031386,0.6748632518680403,-0.9960209693076331,-0.08911918255618792,3,0.43388373911755823,-0.900968867902419
2014-11-14,987.066157988088,7.0,10.75,10.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,318,-0.7262249146041543,0.6874571793269664,-0.9984970627014779,-0.054805253183622435,4,-0.433883739117558,-0.9009688679024191
2014-11-15,1129.749486080218,8.0,9.25,14.0,10.0,1.0,0,0.0,0.0,,,2014-11,1,0,0,319,-0.7142921172691032,0.699847677146407,-0.9997913581495419,-0.020426457585556834,5,-0.9749279121818236,-0.2225209339563146
2014-11-16,1389.3963403401187,7.0,8.0,14.0,61.0,4.0,0,0.0,0.0,,,2014-11,1,0,0,320,-0.7021479494046978,0.7120310787787131,-0.9999023237537765,0.01397651429355571,6,-0.7818314824680299,0.6234898018587334
2014-11-17,1007.2072991474131,7.0,9.625,7.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,321,-0.6897960046655887,0.7240037789593305,-0.9988298281778684,0.04836294389478229,0,0.0,1.0
2014-11-18,844.2622602119131,7.0,8.875,13.0,61.0,4.0,0,0.0,0.0,,,2014-11,0,0,0,322,-0.6772399381909491,0.7357622347736527,-0.996575140802686,0.08269213223823901,1,0.7818314824680298,0.6234898018587336
2014-11-19,784.8415426550854,7.0,8.5,11.0,61.0,4.0,0,0.0,0.0,,,2014-11,0,0,0,323,-0.6644834655228552,0.7473029667054297,-0.9931409302238695,0.11692344809347308,2,0.9749279121818236,-0.22252093395631434
2014-11-20,892.122533474749,5.0,6.125,7.0,0.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,324,-0.6515303615068021,0.75862255966641,-0.9885312610933433,0.15101637606963153,3,0.43388373911755823,-0.900968867902419
2014-11-21,1041.2137213350961,6.0,6.5,5.0,61.0,4.0,0,0.0,0.0,,,2014-11,0,0,0,325,-0.6383844591746642,0.769717664006921,-0.9827515893084885,0.1849305645685428,4,-0.433883739117558,-0.9009688679024191
2014-11-22,1089.2134722043525,7.0,5.75,9.0,61.0,4.0,0,0.0,0.0,,,2014-11,1,0,0,326,-0.6250496486104377,0.7805849965070866,-0.9758087555546684,0.2186258735439368,5,-0.9749279121818236,-0.2225209339563146
2014-11-23,1566.162469104658,6.0,6.75,7.0,21.0,3.0,0,0.0,0.0,,,2014-11,1,0,0,327,-0.6115298757991053,0.7912213413483807,-0.9677109772087535,0.25206242201026163,6,-0.7818314824680299,0.6234898018587334
2014-11-24,945.233155663734,3.0,9.375,10.0,0.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,328,-0.5978291414589552,0.801623551065242,-0.9584678386132249,0.28520063524489725,0,0.0,1.0
2014-11-25,961.8942085834309,0.0,6.875,4.0,0.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,329,-0.5839514998576998,0.8117885474764613,-0.9480902797323661,0.31800129162788576,1,0.7818314824680298,0.6234898018587336
2014-11-26,938.9143856907554,3.0,5.625,8.0,,1.0,0,0.0,0.0,,,2014-11,0,0,0,330,-0.5699010576127624,0.821713322596059,-0.936590583203982,0.3504255690637097,2,0.9749279121818236,-0.22252093395631434
2014-11-27,924.6437217027506,0.0,4.5,10.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,331,-0.5556819724760489,0.8313949395234058,-0.9239823598019431,0.3824350909302552,3,0.43388373911755823,-0.900968867902419
2014-11-28,983.7387822457185,6.0,1.625,16.0,10.0,1.0,0,0.0,0.0,,,2014-11,0,0,0,332,-0.5412984521036173,0.8408305333122887,-0.9102805323268018,0.41399197150045597,4,-0.433883739117558,-0.9009688679024191
2014-11-29,1203.1509918503975,8.0,1.0,10.0,5.0,1.0,0,0.0,0.0,,,2014-11,1,0,0,333,-0.5267547528105542,0.8500173118187018,-0.895501317943504,0.44505886078298396,5,-0.9749279121818236,-0.2225209339563146
2014-11-30,1522.4269674193802,8.0,0.0,11.0,10.0,1.0,0,0.0,0.0,,,2014-11,1,0,0,334,-0.5120551783114646,0.8589525565270845,-0.8796622089871292,0.47559898872882833,6,-0.7818314824680299,0.6234898018587334
2014-12-01,921.0753225912163,7.0,-2.0,13.0,10.0,1.0,0,0.0,0.0,,,2014-12,0,0,0,335,-0.4972040784469378,0.8676336233547726,-0.8627819522593745,0.5055762087514626,0,0.0,1.0
2014-12-02,953.7589496762228,8.0,-3.0,7.0,10.0,1.0,0,0.0,0.0,,,2014-12,0,0,0,336,-0.4822058478963526,0.8760579434344281,-0.8448805268402667,0.5349550405091192,1,0.7818314824680298,0.6234898018587336
2014-12-03,910.4443499376871,7.0,0.625,10.0,10.0,1.0,0,0.0,0.0,,,2014-12,0,0,0,337,-0.46706492487743034,0.8842230238742036,-0.8259791204413983,0.5637007118984807,2,0.9749279121818236,-0.22252093395631434
2014-12-04,909.0495859611964,8.0,3.75,9.0,61.0,4.0,0,0.0,0.0,,,2014-12,0,0,0,338,-0.451785789832884,0.8921264484954345,-0.8061001043286311,0.5917792002101544,3,0.43388373911755823,-0.900968867902419
